Column1;Date;Close/Last;Volume;Open;High;Low
618;14/01/2022;18165;1649130;18221;18293;18142
619;13/01/2022;18214;1973050;18257;18283;18118
620;12/01/2022;18273;1735490;18213;18282;18144
621;11/01/2022;18185;1651520;18013;18231;17997
622;10/01/2022;17988;1539340;17964;18020;17893
623;07/01/2022;17974;2189410;17910;17984;17813
624;06/01/2022;17892;2331800;18106;18116;17854
625;05/01/2022;18251;1676510;18152;18307;18082
626;04/01/2022;18146;1621240;18011;18172;17981
627;03/01/2022;18001;1633000;18301;18330;17982
628;31/12/2021;18286;1013240;18170;18314;18154
629;30/12/2021;18141;1101420;18056;18181;17962
630;29/12/2021;18058;1356500;18066;18080;17891
631;28/12/2021;18109;976050;18121;18216;18055
632;27/12/2021;18088;803230;18102;18146;18036
633;23/12/2021;18117;1011780;18056;18120;17990
634;22/12/2021;18022;1072010;17894;18063;17858
635;21/12/2021;17887;1311200;17914;18017;17850
636;20/12/2021;17946;1041460;18002;18046;17890
637;17/12/2021;18049;1526400;18015;18157;17965
638;16/12/2021;17982;1641020;17779;18007;17757
639;15/12/2021;17645;1580710;17719;17813;17530
640;14/12/2021;17723;1481820;17876;17898;17661
641;13/12/2021;17883;1039990;17842;17928;17822
642;10/12/2021;17848;1400320;17763;17910;17704
643;09/12/2021;17767;1210450;17843;17884;17733
644;08/12/2021;17855;1065550;17851;17943;17801
645;07/12/2021;17847;1245830;17795;17893;17724
646;06/12/2021;17795;998400;17877;17890;17764
647;03/12/2021;17839;1700920;17694;17880;17660
648;02/12/2021;17627;1644920;17838;17852;17622
649;01/12/2021;17843;1721760;17774;17957;17737
650;30/11/2021;17765;2345880;17869;18114;17712
651;29/11/2021;17852;1453470;17952;18015;17820
652;26/11/2021;17881;1736050;17923;18193;17816
653;24/11/2021;17869;1013040;17923;17988;17802
654;23/11/2021;17863;1467540;18087;18152;17843
655;22/11/2021;18091;1361640;18507;18530;18053
656;19/11/2021;18543;613070;18638;18705;18470
657;18/11/2021;18640;482410;18717;18759;18594
658;17/11/2021;18728;303190;18545;18731;18538
659;16/11/2021;18541;2124950;18649;18795;18510
660;15/11/2021;18666;2082170;18726;18730;18585
661;12/11/2021;18685;1920070;18643;18714;18475
662;11/11/2021;18639;1787010;18515;18687;18451
663;10/11/2021;18483;3232660;18345;18706;18230
664;09/11/2021;18308;2023630;18269;18348;18210
665;08/11/2021;18280;1800980;18206;18283;18138
666;05/11/2021;18168;2765800;17926;18201;17853
667;04/11/2021;17935;2130340;17699;18003;17693
668;03/11/2021;17639;2480470;17892;17893;17585
669;02/11/2021;17894;1415900;17948;17978;17874
670;01/11/2021;17958;1403660;17853;17975;17802
671;29/10/2021;17839;2485530;18015;18029;17724
672;28/10/2021;18026;2164640;17987;18127;17931
673;27/10/2021;17988;1801960;17950;18010;17843
674;26/10/2021;17934;1956020;18087;18098;17830
675;25/10/2021;18068;1482220;17942;18115;17930
676;22/10/2021;17963;3017660;17837;18155;17834
677;21/10/2021;17819;1369360;17825;17903;17768
678;20/10/2021;17849;1712910;17694;17896;17671
679;19/10/2021;17705;1635900;17648;17860;17634
680;18/10/2021;17657;1512750;17675;17725;17603
681;15/10/2021;17683;1993060;17973;17977;17651
682;14/10/2021;17979;1605750;17936;18019;17876
683;13/10/2021;17947;2924400;17604;17974;17579
684;12/10/2021;17593;1653670;17536;17700;17505
685;11/10/2021;17557;1131140;17574;17611;17499
686;08/10/2021;17574;2348100;17570;17824;17536
687;07/10/2021;17592;1438810;17638;17677;17520
688;06/10/2021;17618;1566750;17605;17659;17454
689;05/10/2021;17609;1500830;17708;17711;17486
690;04/10/2021;17676;1639440;17626;17715;17477
691;01/10/2021;17584;1488900;17572;17652;17499
692;30/09/2021;17570;2379670;17260;17650;17218
693;29/09/2021;17229;1754200;17340;17460;17211
694;28/09/2021;17375;2118210;17500;17543;17278
695;27/09/2021;17520;1358110;17518;17609;17447
696;24/09/2021;17517;1477360;17437;17580;17402
697;23/09/2021;17498;2200980;17692;17771;17375
698;22/09/2021;17788;1699370;17750;17884;17646
699;21/09/2021;17782;1399000;17655;17828;17583
700;20/09/2021;17638;1505730;17542;17684;17423
701;17/09/2021;17514;1806730;17546;17678;17471
702;16/09/2021;17567;2436130;17955;17973;17455
703;15/09/2021;17948;1375130;18066;18085;17917
704;14/09/2021;18071;1938350;17948;18106;17806
705;13/09/2021;17944;1108700;17898;18002;17844
706;10/09/2021;17921;1341480;17962;18060;17882
707;09/09/2021;18000;1520370;17909;18034;17851
708;08/09/2021;17935;1581040;17961;18044;17831
709;07/09/2021;17985;2485980;18335;18335;17937
710;03/09/2021;18337;1819320;18115;18369;18109
711;02/09/2021;18115;1110990;18162;18196;18065
712;01/09/2021;18160;1388020;18167;18227;18106
713;31/08/2021;18181;1622090;18122;18219;18034
714;30/08/2021;18122;1025790;18216;18265;18100
715;27/08/2021;18195;1987600;17952;18219;17852
716;26/08/2021;17952;1310780;17930;18004;17813
717;25/08/2021;17910;1605250;18051;18053;17840
718;24/08/2021;18085;1129530;18076;18122;18026
719;23/08/2021;18063;1502380;17812;18091;17780
720;20/08/2021;17840;1064950;17828;17910;17800
721;19/08/2021;17831;1475340;17895;17950;17746
722;18/08/2021;17844;1311900;17878;17957;17788
723;17/08/2021;17878;1424760;17891;17976;17821
724;16/08/2021;17898;1338210;17809;17913;17720
725;13/08/2021;17782;1406890;17544;17819;17530
726;12/08/2021;17518;1339900;17529;17596;17426
727;11/08/2021;17533;1813060;17304;17567;17246
728;10/08/2021;17317;1782530;17320;17394;17185
729;09/08/2021;17265;2823880;17650;17657;16779
730;06/08/2021;17631;3057780;18067;18070;17595
731;05/08/2021;18089;1662870;18149;18179;17997
732;04/08/2021;18145;2371400;18137;18359;18083
733;03/08/2021;18141;1014600;18168;18182;18095
734;02/08/2021;18222;1574140;18170;18232;18082
735;30/07/2021;18172;1522360;18325;18355;18131
736;29/07/2021;18358;2049180;18115;18375;18109
737;28/07/2021;18046;1952980;18024;18139;17956
738;27/07/2021;18040;767070;18015;18095;17969
739;26/07/2021;18034;813900;18064;18161;18002
740;23/07/2021;18059;882140;18115;18145;17931
741;22/07/2021;18092;533430;18078;18123;17960
742;21/07/2021;18074;640120;18147;18181;17983
743;20/07/2021;18114;2167470;18135;18259;18052
744;19/07/2021;18092;2476510;18116;18180;17950
745;16/07/2021;18150;1815350;18307;18327;18095
746;15/07/2021;18290;1687880;18287;18350;18206
747;14/07/2021;18250;2049980;18083;18311;18049
748;13/07/2021;18099;2276380;18067;18180;17987
749;12/07/2021;18059;1881540;18085;18110;17910
750;09/07/2021;18106;1729280;18032;18130;17966
751;08/07/2021;18002;2340210;18038;18195;17935
752;07/07/2021;18021;1680500;17970;18102;17941
753;06/07/2021;17942;2730150;17875;18157;17847
754;02/07/2021;17833;2023650;17775;17959;17744
755;01/07/2021;17768;1672600;17708;17834;17659
756;30/06/2021;17716;1691110;17619;17747;17532
757;29/06/2021;17636;2327010;17788;17792;17501
758;28/06/2021;17807;1584670;17820;17861;17704
759;25/06/2021;17778;1581210;17757;17910;17736
760;24/06/2021;17767;1488720;17782;17886;17727
761;23/06/2021;17834;1750840;17791;17956;17731
762;22/06/2021;17774;1672930;17832;17901;17712
763;21/06/2021;17829;1872490;17643;17869;17641
764;18/06/2021;17690;2546410;17739;17979;17612
765;17/06/2021;17748;3723680;18123;18264;17679
766;16/06/2021;18614;2286050;18610;18660;18044
767;15/06/2021;18564;1524100;18678;18709;18530
768;14/06/2021;18659;2357080;18796;18797;18457
769;11/06/2021;18796;2136810;19019;19062;18761
770;10/06/2021;18964;2446980;18914;19030;18718
771;09/06/2021;18955;1438910;18944;19017;18893
772;08/06/2021;18944;1701660;19016;19069;18857
773;07/06/2021;18988;1423150;18943;19029;18837
774;04/06/2021;18920;2245220;18727;18946;18916
775;03/06/2021;18733;2692280;19105;18760;18722
776;02/06/2021;19099;1604140;19030;19118;18964
777;01/06/2021;19050;2831460;19018;19030;19016
778;28/05/2021;19053;1940690;18998;19088;18843
779;27/05/2021;18985;2036050;18993;19016;18989
780;26/05/2021;19038;1726960;19024;19156;18930
781;25/05/2021;19005;1743890;18834;19037;19000
782;24/05/2021;18867;518240;18856;18900;18779
783;21/05/2021;18789;517990;18804;18923;18725
784;20/05/2021;18839;431100;18722;18872;18662
785;19/05/2021;18815;3875470;18702;18740;18620
786;18/05/2021;18680;2196760;18673;18706;18688
787;17/05/2021;18676;2609250;18459;18679;18662
788;14/05/2021;18381;2220900;18264;18471;18190
789;13/05/2021;18240;2384430;18162;18291;18084
790;12/05/2021;18228;3239110;18382;18447;18130
791;11/05/2021;18361;2944620;18362;18392;18373
792;10/05/2021;18376;2546570;18354;18463;18305
793;07/05/2021;18313;3324500;18154;18334;18306
794;06/05/2021;18157;2776800;17870;18165;18130
795;05/05/2021;17843;1761720;17784;17881;17854
796;04/05/2021;17760;2250830;17932;17995;17692
797;03/05/2021;17918;1987980;17681;17941;17908
798;30/04/2021;17677;1607630;17724;17700;17649
799;29/04/2021;17683;2227950;17819;17745;17713
800;28/04/2021;17739;1906260;17764;17827;17618
801;27/04/2021;17788;1404690;17811;17859;17739
802;26/04/2021;17801;1368470;17761;17824;17803
803;23/04/2021;17778;1717720;17840;17963;17695
804;22/04/2021;17820;1606850;17945;17848;17787
805;21/04/2021;17931;1710890;17791;17959;17905
806;20/04/2021;17784;1650140;17705;17808;17635
807;19/04/2021;17706;1781140;17788;17904;17666
808;16/04/2021;17802;1679440;17648;17847;17603
809;15/04/2021;17668;1935520;17366;17662;17636
810;14/04/2021;17363;1419680;17464;17374;17361
811;13/04/2021;17476;1709340;17322;17481;17446
812;12/04/2021;17327;1227240;17445;17337;17270
813;09/04/2021;17448;1650110;17565;17582;17308
814;08/04/2021;17582;1406480;17386;17594;17336
815;07/04/2021;17416;1181740;17444;17441;17360
816;06/04/2021;17430;1488780;17292;17455;17422
817;05/04/2021;17288;1005750;17300;17344;17216
818;01/04/2021;17284;1666880;17090;17320;17064
819;31/03/2021;17156;2053460;16859;17163;16773
820;30/03/2021;16860;2188120;17130;17148;16783
821;29/03/2021;17146;1718760;17324;17348;17056
822;26/03/2021;17347;988820;17275;17379;17212
823;25/03/2021;17273;735490;17360;17322;17225
824;24/03/2021;17355;688200;17282;17399;17248
825;23/03/2021;17275;625670;17412;17293;17277
826;22/03/2021;17404;362600;17475;17492;17286
827;19/03/2021;17439;368590;17363;17482;17293
828;18/03/2021;17346;189420;17459;17560;17191
829;17/03/2021;17271;2140840;17300;17506;17220
830;16/03/2021;17309;1704630;17307;17405;17244
831;15/03/2021;17292;1588390;17265;17332;17192
832;12/03/2021;17198;2229950;17205;17280;16966
833;11/03/2021;17226;1971680;17250;17380;17168
834;10/03/2021;17218;2136790;17145;17253;17056
835;09/03/2021;17169;2335650;16793;17187;16767
836;08/03/2021;16780;2581000;17016;17120;16733
837;05/03/2021;16985;2549270;16953;17057;16830
838;04/03/2021;17007;2710770;17084;17216;16876
839;03/03/2021;17158;2517410;17365;17391;16994
840;02/03/2021;17336;2305140;17228;17378;17046
841;01/03/2021;17230;2380370;17328;17574;17172
842;26/02/2021;17288;3515490;17709;17344;17255
843;25/02/2021;17754;3091650;18049;17817;17639
844;24/02/2021;17979;2202400;18050;18130;17822
845;23/02/2021;18059;1870780;18093;18152;17945
846;22/02/2021;18084;2161290;17820;18124;17786
847;19/02/2021;17774;2472880;17746;17909;17590
848;18/02/2021;17750;2205860;17760;17758;17728
849;17/02/2021;17728;2509090;17931;17799;17706
850;16/02/2021;17990;3480000;17950;17961;17930
851;12/02/2021;18232;1696710;18254;18251;18191
852;11/02/2021;18268;1435970;18443;18486;18217
853;10/02/2021;18427;1735080;18383;18566;18340
854;09/02/2021;18375;1513530;18324;18495;18303
855;08/02/2021;18342;1719780;18181;18406;18073
856;05/02/2021;18130;2026120;17943;18160;17922
857;04/02/2021;17912;2697310;18345;18357;17846
858;03/02/2021;18351;1345520;18385;18459;18301
859;02/02/2021;18334;2266760;18636;18663;18304
860;01/02/2021;18639;2376500;18650;18760;18517
861;29/01/2021;18503;2694740;18456;18517;18438
862;28/01/2021;18412;2703290;18472;18461;18431
863;27/01/2021;18489;1632490;18543;18476;18415
864;26/01/2021;18548;898950;18587;18645;18511
865;25/01/2021;18590;861970;18586;18709;18500
866;22/01/2021;18599;747630;18740;18741;18397
867;21/01/2021;18693;475670;18756;18745;18708
868;20/01/2021;18702;512380;18432;18756;18658
869;19/01/2021;18402;3248290;18288;18450;18008
870;15/01/2021;18299;2247250;18473;18566;18221
871;14/01/2021;18514;2421260;18456;18536;18434
872;13/01/2021;18549;2035440;18550;18593;18416
873;12/01/2021;18442;2257290;18454;18569;18543
874;11/01/2021;18508;2531900;18494;18560;18171
875;08/01/2021;18354;4224850;19152;19184;18278
876;07/01/2021;19136;1923650;19215;19296;19075
877;06/01/2021;19086;3561820;19528;19625;19026
878;05/01/2021;19544;1921110;19460;19570;19384
879;04/01/2021;19466;2616750;19082;19487;19061
880;31/12/2020;18951;1275780;18990;19049;18891
881;30/12/2020;18934;1286880;18818;18990;18795
882;29/12/2020;18829;1459050;18780;18913;18756
883;28/12/2020;18804;1945450;18870;19041;18730
884;24/12/2020;18832;874450;18773;18874;18731
885;23/12/2020;18781;1578560;18656;18837;18609
886;22/12/2020;18703;1731830;18830;18894;18637
887;21/12/2020;18828;2269970;18929;19120;18590
888;18/12/2020;18889;1499600;18913;18957;18819
889;17/12/2020;18904;2131700;18684;19020;18659
890;16/12/2020;18591;1967020;18577;18700;18482
891;15/12/2020;18553;1692180;18305;18593;18285
892;14/12/2020;18321;1667850;18450;18327;18281
893;11/12/2020;18436;1506340;18400;18518;18268
894;10/12/2020;18374;1625130;18430;18542;18315
895;09/12/2020;18385;2168430;18754;18759;18282
896;08/12/2020;18749;1479020;18661;18798;18639
897;07/12/2020;18660;2042590;18411;18708;18621
898;04/12/2020;18400;1673010;18447;18527;18320
899;03/12/2020;18411;1779880;18339;18474;18267
900;02/12/2020;18302;1828090;18191;18357;18282
901;01/12/2020;18189;1971840;17803;18211;17784
902;30/11/2020;17809;2352850;17908;17933;17672
903;27/11/2020;17881;2770910;18121;18226;17765
904;25/11/2020;18112;1211120;18120;18217;18047
905;24/11/2020;18109;1250890;18426;18131;18074
906;23/11/2020;18441;1063150;18759;18445;18396
907;20/11/2020;18724;1805150;18648;18739;18687
908;19/11/2020;18615;2171460;18720;18667;18620
909;18/11/2020;18739;2039790;18795;18715;18682
910;17/11/2020;18851;1550990;18882;18927;18763
911;16/11/2020;18878;2179910;18866;18980;18615
912;13/11/2020;18862;1587760;18756;18889;18853
913;12/11/2020;18733;1995430;18639;18830;18607
914;11/11/2020;18616;2010670;18761;18825;18539
915;10/11/2020;18764;2430900;18641;18771;18709
916;09/11/2020;18544;4757210;19560;18693;18612
917;06/11/2020;19517;2339030;19500;19618;19372
918;05/11/2020;19468;2886630;19034;19526;19480
919;04/11/2020;18962;2845980;19103;19058;18978
920;03/11/2020;19104;1666420;18964;19118;19069
921;02/11/2020;18925;1619580;18770;18971;18733
922;30/10/2020;18799;2078650;18679;18859;18750
923;29/10/2020;18680;2195920;18775;18851;18592
924;28/10/2020;18792;2890260;19098;18821;18757
925;27/10/2020;19119;1490560;19044;19138;18987
926;26/10/2020;19057;1618410;19060;19111;18925
927;23/10/2020;19052;1681480;19065;19173;18952
928;22/10/2020;19046;2080870;19274;19294;18942
929;21/10/2020;19295;1947540;19116;19360;19116
930;20/10/2020;19154;1603560;19064;19155;19090
931;19/10/2020;19117;1554790;19032;19234;19002
932;16/10/2020;19064;1440940;19127;19187;19011
933;15/10/2020;19089;2056150;19060;19132;18927
934;14/10/2020;19073;1853740;18954;19175;18850
935;13/10/2020;18946;2600440;19273;19306;18893
936;12/10/2020;19289;1559060;19350;19394;19238
937;09/10/2020;19262;2248080;18984;19368;18980
938;08/10/2020;18951;1799680;18906;19053;18853
939;07/10/2020;18908;1832950;18826;19024;18771
940;06/10/2020;19088;1726050;19178;19270;19029
941;05/10/2020;19201;1760900;19109;19249;19025
942;02/10/2020;19076;2096960;19110;19236;18952
943;01/10/2020;19163;2570470;18912;19179;18900
944;30/09/2020;18955;2564460;19032;19082;18858
945;29/09/2020;19032;2134820;18864;19048;18808
946;28/09/2020;18823;2329070;18627;18882;18511
947;25/09/2020;18663;2260760;18727;18793;18541
948;24/09/2020;18769;3383610;18669;18809;18510
949;23/09/2020;18684;4020110;19051;19099;18560
950;22/09/2020;19076;2794410;19181;19255;18989
951;21/09/2020;19106;3805260;19573;19629;18854
952;18/09/2020;19621;1742420;19511;19682;19511
953;17/09/2020;19499;2631920;19676;19693;19382
954;16/09/2020;19705;2870730;19614;19838;19572
955;15/09/2020;19662;2326980;19662;19824;19556
956;14/09/2020;19637;1967630;19489;19725;19452
957;11/09/2020;19479;2028590;19538;19590;19457
958;10/09/2020;19643;2689630;19553;19549;19499
959;09/09/2020;19549;2241900;19394;19597;19263
960;08/09/2020;19432;4120830;19380;19483;19117
961;04/09/2020;19343;3009210;19380;19459;19230
962;03/09/2020;19378;3002820;19489;19566;19272
963;02/09/2020;19447;3261300;19768;19804;19389
964;01/09/2020;19789;3002270;19737;20012;19692
965;31/08/2020;19786;2425770;19739;19858;19623
966;28/08/2020;19749;3296090;19375;19830;19282
967;27/08/2020;19326;4619900;19630;19870;19147
968;26/08/2020;19525;3380490;19390;19634;19084
969;25/08/2020;19231;2716410;19359;19441;19191
970;24/08/2020;19392;2845400;19479;19703;19308
971;21/08/2020;19470;3527730;19556;19631;19166
972;20/08/2020;19465;3789700;19344;19631;19289
973;19/08/2020;19703;4404050;20105;20156;19305
974;18/08/2020;20131;3582720;19936;20246;19852
975;17/08/2020;19987;2855800;19564;20008;19391
976;14/08/2020;19498;2370920;19638;19700;19391
977;13/08/2020;19704;3460000;19273;19748;19230
978;12/08/2020;19490;4503940;19216;19610;18742
979;11/08/2020;19463;5566170;20384;20405;19113
980;10/08/2020;20397;2486440;20448;20608;20278
981;07/08/2020;20280;3910170;20764;20821;20248
982;06/08/2020;20694;3075170;20550;20818;20490
983;05/08/2020;20493;3619490;20370;20703;20275
984;04/08/2020;20210;2697900;19935;20377;19826
985;03/08/2020;19863;1767290;19974;20095;19752
986;31/07/2020;19859;2754600;19736;20054;19714
987;30/07/2020;19668;2686060;19864;19873;19523
988;29/07/2020;19767;1910330;19719;19984;19557
989;28/07/2020;19639;1544850;19632;20000;19275
990;27/07/2020;19554;1274870;19290;19713;19268
991;24/07/2020;18975;2880880;18849;19046;18805
992;23/07/2020;18900;4003580;18716;18977;18631
993;22/07/2020;18651;3767050;18428;18718;18421
994;21/07/2020;18439;2656770;18196;18449;18172
995;20/07/2020;18174;1739830;18123;18234;18066
996;17/07/2020;18100;1626840;17969;18139;17952
997;16/07/2020;18003;1908410;18131;18162;17941
998;15/07/2020;18138;1792670;18111;18195;18040
999;14/07/2020;18134;2359920;18109;18136;18096
1000;13/07/2020;18141;2180060;18034;18188;18021
1001;10/07/2020;18019;2082640;18084;18170;17965
1002;09/07/2020;18038;2652800;18188;18255;17996
1003;08/07/2020;18206;2327080;18079;18298;18038
1004;07/07/2020;18099;2172290;17939;18108;17812
1005;06/07/2020;17935;1405640;17870;17990;17792
1006;02/07/2020;17900;1810170;17790;17917;17663
1007;01/07/2020;17799;2585410;17989;18077;17679
1008;30/06/2020;18005;1903510;17992;18014;17955
1009;29/06/2020;17812;1284410;17892;17904;17765
1010;26/06/2020;17803;1959630;17748;17862;17540
1011;25/06/2020;17706;1487880;17723;17796;17641
1012;24/06/2020;17751;2306100;17844;17961;17706
1013;23/06/2020;17820;1900180;17649;17868;17583
1014;22/06/2020;17664;2194600;17658;17790;17535
1015;19/06/2020;17530;1749810;17298;17609;17283
1016;18/06/2020;17311;1526280;17355;17492;17227
1017;17/06/2020;17356;1378790;17353;17393;17173
1018;16/06/2020;17365;1777020;17323;17413;17218
1019;15/06/2020;17272;1952050;17407;17438;17062
1020;12/06/2020;17373;1481760;17336;17530;17282
1021;11/06/2020;17398;2022140;17466;17549;17275
1022;10/06/2020;17207;1955930;17189;17494;17141
1023;09/06/2020;17219;1781280;17039;17294;16976
1024;08/06/2020;17051;1514610;16867;17076;16807
1025;05/06/2020;16830;2670860;17208;17232;16717
1026;04/06/2020;17274;1938730;17028;17290;16989
1027;03/06/2020;17048;2490360;17337;17389;16903
1028;02/06/2020;17340;1720300;17503;17570;17280
1029;01/06/2020;17503;1428070;17498;17610;17376
1030;29/05/2020;17369;14060;17188;17383;17151
1031;28/05/2020;17283;1591740;17250;17437;17200
1032;27/05/2020;17268;1567460;17241;17291;17016
1033;26/05/2020;17282;1465820;17463;17556;17212
1034;22/05/2020;17346;60;17266;17267;17266
1035;21/05/2020;17219;2259410;17517;17517;17153
1036;20/05/2020;17506;160;17516;17521;17456
1037;19/05/2020;17456;1816730;17348;17516;17272
1038;18/05/2020;17344;2648480;17575;17758;17293
1039;15/05/2020;17534;7190;17397;17514;17397
1040;14/05/2020;17409;2086010;17231;17465;17160
1041;13/05/2020;17164;2045330;17050;17265;17016
1042;12/05/2020;17068;1826750;17000;17167;16935
1043;11/05/2020;16980;1844550;17060;17138;16921
1044;08/05/2020;17099;3300;17262;17289;17038
1045;07/05/2020;17258;2333810;16860;17332;16839
1046;06/05/2020;16885;1963130;17141;17166;16830
1047;05/05/2020;17106;1795770;17110;17178;16954
1048;04/05/2020;17133;1463070;17112;17260;17003
1049;01/05/2020;16945;3370;16866;17015;16705
1050;30/04/2020;16942;2287300;17296;17370;16875
1051;29/04/2020;17034;3730;17100;17135;17020
1052;28/04/2020;17222;1666060;17244;17319;17041
1053;27/04/2020;17238;1427210;17450;17458;17200
1054;24/04/2020;17235;2210;17440;17440;17145
1055;23/04/2020;17454;1944950;17365;17642;17306
1056;22/04/2020;17383;1878640;17031;17424;16954
1057;21/04/2020;16878;2407430;17133;17180;16662
1058;20/04/2020;17112;1836360;16930;17184;16850
1059;17/04/2020;16892;2230;17157;17250;16849
1060;16/04/2020;17317;1998230;17435;17680;17226
1061;15/04/2020;17402;1813420;17581;17598;17316
1062;14/04/2020;17689;2344390;17615;17888;17471
1063;13/04/2020;17448;6960;17220;17568;17107
1064;09/04/2020;17362;8250;16627;17325;16627
1065;08/04/2020;16843;1213460;16787;16958;16707
1066;07/04/2020;16837;1942630;17071;17426;16720
1067;06/04/2020;16770;10630;16291;16967;16259
1068;03/04/2020;16337;6430;16245;16360;16198
1069;02/04/2020;16377;1621510;16024;16456;15952
1070;01/04/2020;15914;1593770;15894;16124;15760
1071;31/03/2020;15834;26940;16187;16210;15760
1072;30/03/2020;16432;1442900;16634;16736;16320
1074;26/03/2020;16603;1348610;16422;16772;16120
1075;25/03/2020;16343;1045470;16655;16980;16090
1076;24/03/2020;16602;4420;16228;16855;16228
1077;23/03/2020;15727;958480;15084;15748;14894
1078;20/03/2020;14840;140;14835;14835;14835
1079;19/03/2020;14793;3060160;14872;15028;14601
1080;18/03/2020;14779;4123320;15276;15470;14733
1081;17/03/2020;15249;1220;14693;15377;14693
1082;16/03/2020;14865;5358600;15638;15748;14509
1083;13/03/2020;15167;5244710;15827;15979;15040
1084;12/03/2020;15903;5534570;16331;16510;15604
1085;11/03/2020;16423;3734620;16493;16718;16324
1086;10/03/2020;16591;480;16716;16746;16430
1087;09/03/2020;16757;4671100;16926;17043;16580
1088;06/03/2020;16724;6190510;16731;16928;16424
1089;05/03/2020;16664;1540;16372;16729;16372
1090;04/03/2020;16430;2972510;16401;16543;16326
1091;03/03/2020;16421;6100;15945;16453;15940
1092;02/03/2020;15923;5370;15839;16083;15743
1093;28/02/2020;15641;2890;16403;16425;15648
1094;27/02/2020;16425;5605470;16580;16625;16367
1095;26/02/2020;16431;5157710;16408;16438;16403
1096;25/02/2020;16500;6546600;16470;16558;16270
1097;24/02/2020;16766;6552450;16742;16744;16528
1098;21/02/2020;16446;1860;16193;16450;16193
1099;20/02/2020;16205;3891440;16150;16265;16066
1100;19/02/2020;16118;2985360;16048;16159;16024
1101;18/02/2020;16000;3100;15870;16043;15798
1102;14/02/2020;15827;680;15758;15824;15748
1103;13/02/2020;15788;2642930;15698;15817;15685
1104;12/02/2020;15716;1834100;15712;15736;15644
1105;11/02/2020;15656;4400;15709;15711;15619
1106;10/02/2020;15795;1862470;15758;15805;15715
1107;07/02/2020;15686;4310;15649;15719;15605
1108;06/02/2020;15700;2216120;15600;15719;15560
1109;05/02/2020;15628;2974180;15561;15662;15511
1110;04/02/2020;15555;3281920;15815;15845;15528
1111;03/02/2020;15824;3034580;15978;15985;15732
1112;31/01/2020;15829;10950;15734;15890;15700
1113;30/01/2020;15892;3712860;15824;15907;15768
1114;29/01/2020;15760;2253890;15720;15830;15679
1115;28/01/2020;15758;1910390;15871;15885;15704
1116;27/01/2020;15837;1344230;15861;15947;15816
1117;24/01/2020;15711;380;15563;15703;15563
1118;23/01/2020;15716;653190;15647;15737;15575
1119;22/01/2020;15567;2765210;15570;15589;15552
1120;21/01/2020;15564;450;15642;15662;15510
1121;17/01/2020;15588;1080;15541;15580;15536
1122;16/01/2020;15505;2530760;15566;15582;15480
1123;15/01/2020;15540;2977770;15468;15588;15465
1124;14/01/2020;15446;3237820;15486;15495;15364
1125;13/01/2020;15506;2966190;15630;15631;15470
1126;10/01/2020;15575;160;15512;15588;15454
1127;09/01/2020;15543;3545230;15577;15624;15410
1128;08/01/2020;15602;7872170;15567;15638;15565
1129;07/01/2020;15743;4181450;15674;15792;15570
1130;06/01/2020;15688;5390230;15627;15909;15623
1131;03/01/2020;15492;1070;15301;15527;15301
1132;02/01/2020;15281;2578670;15210;15340;15197
1133;31/12/2019;15195;3010;15138;15234;15138
1134;30/12/2019;15186;1698130;15159;15191;15135
1135;27/12/2019;15181;1947360;15165;15199;15121
1136;26/12/2019;15144;2135920;15039;15174;15021
1137;24/12/2019;14991;520;14887;14986;14887
1138;23/12/2019;14887;1558020;14824;14901;14812
1139;20/12/2019;14747;1180;14767;14781;14753
1140;19/12/2019;14782;3190;14759;14789;14733
1141;18/12/2019;14787;1909750;14804;14836;14743
1142;17/12/2019;14806;1673590;14806;14849;14784
1143;16/12/2019;14805;1604160;14800;14845;14774
1144;13/12/2019;14756;4680;14631;14759;14631
1145;12/12/2019;14723;3966570;14695;14749;14682
1146;11/12/2019;14750;2470530;14791;14799;14787
1147;10/12/2019;14626;3670;14607;14672;14607
1148;09/12/2019;14649;1636820;14641;14698;14630
1149;06/12/2019;14591;8990;14750;14760;14582
1150;05/12/2019;14831;2318440;14800;14857;14780
1151;04/12/2019;14802;3119090;14832;14899;14767
1152;03/12/2019;14782;14600;14616;14804;14595
1153;02/12/2019;14692;3042420;14703;14717;14598
1154;29/11/2019;14727;2592900;14617;14729;14591
1155;27/11/2019;14534;881640;14611;14619;14520
1156;26/11/2019;14674;2717540;14613;14700;14566
